section_id	text
2.7.3	Ἀθηναῖοι δὲ τήν τε ὑπάρχουσαν ξυμμαχίαν ἐξήταζον καὶ ἐς τὰ περὶ Πελοπόννησον μᾶλλον χωρία ἐπρεσβεύοντο, Κέρκυραν καὶ Κεφαλληνίαν καὶ Ἀκαρνᾶνας καὶ Ζάκυνθον, ὁρῶντες, εἰ σφίσι φίλια ταῦτ’ εἴη βεβαίως, πέριξ τὴν Πελοπόννησον καταπολεμήσοντες.
2.8.1	ὀλίγον τε ἐπενόουν οὐδὲν ἀμφότεροι, ἀλλ’ ἔρρωντο ἐς τὸν πόλεμον οὐκ ἀπεικότως· ἀρχόμενοι γὰρ πάντες ὀξύτερον ἀντιλαμβάνονται, τότε δὲ καὶ νεότης πολλὴ μὲν οὖσα ἐν τῇ Πελοποννήσῳ, πολλὴ δ’ ἐν ταῖς Ἀθήναις οὐκ ἀκουσίως ὑπὸ ἀπειρίας ἥπτετο τοῦ πολέμου, ἥ τε ἄλλη Ἑλλὰς ἅπασα μετέωρος ἦν ξυνιουσῶν τῶν πρώτων πόλεων.
2.8.2	καὶ πολλὰ μὲν λόγια ἐλέγετο, πολλὰ δὲ χρησμολόγοι ᾖδον ἔν τε τοῖς μέλλουσι πολεμήσειν καὶ ἐν ταῖς ἄλλαις πόλεσιν.
2.8.3	ἔτι δὲ Δῆλος ἐκινήθη ὀλίγον πρὸ τούτων, πρότερον οὔπω σεισθεῖσα ἀφ’ οὗ Ἕλληνες μέμνηνται· ἐλέγετο δὲ καὶ ἐδόκει ἐπὶ τοῖς μέλλουσι γενήσεσθαι σημῆναι. εἴ τέ τι ἄλλο τοιουτότροπον ξυνέβη γενέσθαι, πάντα ἀνεζητεῖτο.
2.8.4	ἡ δὲ εὔνοια παρὰ πολὺ ἐποίει τῶν ἀνθρώπων μᾶλλον ἐς τοὺς Λακεδαιμονίους, ἄλλως τε καὶ προειπόντων ὅτι τὴν Ἑλλάδα ἐλευθεροῦσιν. ἔρρωτό τε πᾶς καὶ ἰδιώτης καὶ πόλις εἴ τι δύναιτο καὶ λόγῳ καὶ ἔργῳ ξυνεπιλαμβάνειν αὐτοῖς· ἐν τούτῳ τε κεκωλῦσθαι ἐδόκει ἑκάστῳ τὰ πράγματα ᾧ μή τις αὐτὸς παρέσται.
2.8.5	οὕτως 〈ἐν〉 ὀργῇ εἶχον οἱ πλείους τοὺς Ἀθηναίους, οἱ μὲν τῆς ἀρχῆς ἀπολυθῆναι βουλόμενοι, οἱ δὲ μὴ ἀρχθῶσι φοβούμενοι.
2.9.1	παρασκευῇ μὲν οὖν καὶ γνώμῃ τοιαύτῃ ὥρμηντο, πόλεις δὲ ἑκάτεροι τάσδε ἔχοντες ξυμμάχους ἐς τὸν πόλεμον καθίσταντο.
2.9.2	Λακεδαιμονίων μὲν οἵδε ξύμμαχοι· Πελοποννήσιοι μὲν οἱ ἐντὸς Ἰσθμοῦ πάντες πλὴν Ἀργείων καὶ Ἀχαιῶν (τούτοις δὲ ἐς ἀμφοτέρους φιλία ἦν· Πελληνῆς δὲ Ἀχαιῶν μόνοι ξυνεπολέμουν τὸ πρῶτον, ἔπειτα δὲ ὕστερον καὶ ἅπαντες), ἔξω δὲ Πελοποννήσου Μεγαρῆς, Βοιωτοί, Λοκροί, Φωκῆς, Ἀμπρακιῶται, Λευκάδιοι, Ἀνακτόριοι.
2.9.3	τούτων ναυτικὸν παρείχοντο Κορίνθιοι, Μεγαρῆς, Σικυώνιοι, Πελληνῆς, Ἠλεῖοι, Ἀμπρακιῶται, Λευκάδιοι, ἱππέας δὲ Βοιωτοί, Φωκῆς, Λοκροί· αἱ δ’ ἄλλαι πόλεις πεζὸν παρεῖχον. αὕτη μὲν Λακεδαιμονίων ξυμμαχία·
2.9.4	Ἀθηναίων δὲ Χῖοι, Λέσβιοι, Πλαταιῆς, Μεσσήνιοι οἱ ἐν Ναυπάκτῳ, Ἀκαρνάνων οἱ πλείους, Κερκυραῖοι, Ζακύνθιοι, καὶ ἄλλαι πόλεις αἱ ὑποτελεῖς οὖσαι ἐν ἔθνεσι τοσοῖσδε, Καρία ἡ ἐπὶ θαλάσσῃ, Δωριῆς Καρσὶ πρόσοικοι, Ἰωνία, Ἑλλήσποντος, τὰ ἐπὶ Θρᾴκης, νῆσοι ὅσαι ἐντὸς Πελοποννήσου καὶ Κρήτης πρὸς ἥλιον ἀνίσχοντα, πᾶσαι αἱ Κυκλάδες πλὴν Μήλου καὶ Θήρας.
2.9.5	τούτων ναυτικὸν παρείχοντο Χῖοι, Λέσβιοι, Κερκυραῖοι, οἱ δ’ ἄλλοι πεζὸν καὶ χρήματα.
2.9.6	ξυμμαχία μὲν αὕτη ἑκατέρων καὶ παρασκευὴ ἐς τὸν πόλεμον ἦν.
2.10.1	οἱ δὲ Λακεδαιμόνιοι μετὰ τὰ ἐν Πλαταιαῖς εὐθὺς περιήγγελλον κατὰ τὴν Πελοπόννησον καὶ τὴν ἔξω ξυμμαχίδα στρατιὰν παρασκευάζεσθαι ταῖς πόλεσι τά τε ἐπιτήδεια οἷα εἰκὸς ἐπὶ ἔξοδον ἔκδημον ἔχειν, ὡς ἐσβαλοῦντες ἐς τὴν Ἀττικήν.
2.10.2	ἐπειδὴ δὲ ἑκάστοις ἑτοῖμα γίγνοιτο, κατὰ τὸν χρόνον τὸν εἰρημένον ξυνῇσαν τὰ δύο μέρη ἀπὸ πόλεως ἑκάστης ἐς τὸν Ἰσθμόν.
2.10.3	καὶ ἐπειδὴ πᾶν τὸ στράτευμα ξυνειλεγμένον ἦν, Ἀρχίδαμος ὁ βασιλεὺς τῶν Λακεδαιμονίων, ὅσπερ ἡγεῖτο τῆς ἐξόδου ταύτης, ξυγκαλέσας τοὺς στρατηγοὺς τῶν πόλεων πασῶν καὶ τοὺς μάλιστα ἐν τέλει καὶ ἀξιολογωτάτους παρῄνει τοιάδε.
2.11.1	ἄνδρες Πελοποννήσιοι καὶ ξύμμαχοι, καὶ οἱ πατέρες ἡμῶν πολλὰς στρατείας καὶ ἐν αὐτῇ Πελοποννήσῳ καὶ ἔξω ἐποιήσαντο, καὶ ἡμῶν αὐτῶν οἱ πρεσβύτεροι οὐκ ἄπειροι πολέμων εἰσίν· ὅμως δὲ τῆσδε οὔπω μείζονα παρασκευὴν ἔχοντες ἐξήλθομεν, ἀλλὰ καὶ ἐπὶ πόλιν δυνατωτάτην νῦν ἐρχόμεθα καὶ αὐτοὶ πλεῖστοι καὶ ἄριστοι στρατεύοντες.
2.11.2	δίκαιον οὖν ἡμᾶς μήτε τῶν πατέρων χείρους φαίνεσθαι μήτε ἡμῶν αὐτῶν τῆς δόξης ἐνδεεστέρους. ἡ γὰρ Ἑλλὰς πᾶσα τῇδε τῇ ὁρμῇ ἐπῆρται καὶ προσέχει τὴν γνώμην, εὔνοιαν ἔχουσα διὰ τὸ Ἀθηναίων ἔχθος πρᾶξαι ἡμᾶς ἃ ἐπινοοῦμεν.
2.11.3	οὔκουν χρή, εἴ τῳ καὶ δοκοῦμεν πλήθει ἐπιέναι καὶ ἀσφάλεια πολλὴ εἶναι μὴ ἂν ἐλθεῖν τοὺς ἐναντίους ἡμῖν διὰ μάχης, τούτων ἕνεκα ἀμελέστερόν τι παρεσκευασμένους χωρεῖν, ἀλλὰ καὶ πόλεως ἑκάστης ἡγεμόνα καὶ στρατιώτην τὸ καθ’ αὑτὸν αἰεὶ προσδέχεσθαι ἐς κίνδυνόν τινα ἥξειν.
2.11.4	ἄδηλα γὰρ τὰ τῶν πολέμων, καὶ ἐξ ὀλίγου τὰ πολλὰ καὶ δι’ ὀργῆς αἱ ἐπιχειρήσεις γίγνονται· πολλάκις τε τὸ ἔλασσον πλῆθος δεδιὸς ἄμεινον ἠμύνατο τοὺς πλέονας διὰ τὸ καταφρονοῦντας ἀπαρασκεύους γενέσθαι.
2.11.5	χρὴ δὲ αἰεὶ ἐν τῇ πολεμίᾳ τῇ μὲν γνώμῃ θαρσαλέους στρατεύειν, τῷ δ’ ἔργῳ δεδιότας παρεσκευάσθαι· οὕτω γὰρ πρός τε τὸ ἐπιέναι τοῖς ἐναντίοις εὐψυχότατοι ἂν εἶεν πρός τε τὸ ἐπιχειρεῖσθαι ἀσφαλέστατοι.
2.11.6	ἡμεῖς δὲ οὐδ’ ἐπὶ ἀδύνατον ἀμύνεσθαι οὕτω πόλιν ἐρχόμεθα, ἀλλὰ τοῖς πᾶσιν ἄριστα παρεσκευασμένην, ὥστε χρὴ καὶ πάνυ ἐλπίζειν διὰ μάχης ἰέναι αὐτούς, εἰ μὴ καὶ νῦν ὥρμηνται ἐν ᾧ οὔπω πάρεσμεν, ἀλλ’ ὅταν ἐν τῇ γῇ ὁρῶσιν ἡμᾶς δῃοῦντάς τε καὶ τἀκείνων φθείροντας.
2.11.7	πᾶσι γὰρ ἐν τοῖς ὄμμασι καὶ ἐν τῷ παραυτίκα ὁρᾶν πάσχοντάς τι ἄηθες ὀργὴ προσπίπτει· καὶ οἱ λογισμῷ ἐλάχιστα χρώμενοι θυμῷ πλεῖστα ἐς ἔργον καθίστανται.
2.11.8	Ἀθηναίους δὲ καὶ πλέον τι τῶν ἄλλων εἰκὸς τοῦτο δρᾶσαι, οἳ ἄρχειν τε τῶν ἄλλων ἀξιοῦσι καὶ ἐπιόντες τὴν τῶν πέλας δῃοῦν μᾶλλον ἢ τὴν αὑτῶν ὁρᾶν.
2.11.9	ὡς οὖν ἐπὶ τοσαύτην πόλιν στρατεύοντες καὶ μεγίστην δόξαν οἰσόμενοι τοῖς τε προγόνοις καὶ ἡμῖν αὐτοῖς ἐπ’ ἀμφότερα ἐκ τῶν ἀποβαινόντων, ἕπεσθ’ ὅπῃ ἄν τις ἡγῆται, κόσμον καὶ φυλακὴν περὶ παντὸς ποιούμενοι καὶ τὰ παραγγελλόμενα ὀξέως δεχόμενοι· κάλλιστον γὰρ τόδε καὶ ἀσφαλέστατον, πολλοὺς ὄντας ἑνὶ κόσμῳ χρωμένους φαίνεσθαι.’
2.12.1	τοσαῦτα εἰπὼν καὶ διαλύσας τὸν ξύλλογον ὁ Ἀρχίδαμος Μελήσιππον πρῶτον ἀποστέλλει ἐς τὰς Ἀθήνας τὸν Διακρίτου ἄνδρα Σπαρτιάτην, εἴ τι ἄρα μᾶλλον ἐνδοῖεν οἱ Ἀθηναῖοι ὁρῶντες σφᾶς ἤδη ἐν ὁδῷ ὄντας.
2.12.2	οἱ δὲ οὐ προσεδέξαντο αὐτὸν ἐς τὴν πόλιν οὐδ’ ἐπὶ τὸ κοινόν· ἦν γὰρ Περικλέους γνώμη πρότερον νενικηκυῖα κήρυκα καὶ πρεσβείαν μὴ προσδέχεσθαι Λακεδαιμονίων ἐξεστρατευμένων· ἀποπέμπουσιν οὖν αὐτὸν πρὶν ἀκοῦσαι καὶ ἐκέλευον ἐκτὸς ὅρων εἶναι αὐθημερόν, τό τε λοιπὸν ἀναχωρήσαντας ἐπὶ τὰ σφέτερα αὐτῶν, ἤν τι βούλωνται, πρεσβεύεσθαι. ξυμπέμπουσί τε τῷ Μελησίππῳ ἀγωγούς, ὅπως μηδενὶ ξυγγένηται.
2.12.3	ὁ δ’ ἐπειδὴ ἐπὶ τοῖς ὁρίοις ἐγένετο καὶ ἔμελλε διαλύσεσθαι, τοσόνδε εἰπὼν ἐπορεύετο ὅτι ἥδε ἡ ἡμέρα τοῖς Ἕλλησι μεγάλων κακῶν ἄρξει.’
2.12.4	ὡς δὲ ἀφίκετο ἐς τὸ στρατόπεδον καὶ ἔγνω ὁ Ἀρχίδαμος ὅτι οἱ Ἀθηναῖοι οὐδέν πω ἐνδώσουσιν, οὕτω δὴ ἄρας τῷ στρατῷ προυχώρει ἐς τὴν γῆν αὐτῶν.
2.12.5	Βοιωτοὶ δὲ μέρος μὲν τὸ σφέτερον καὶ τοὺς ἱππέας παρείχοντο Πελοποννησίοις ξυστρατεύειν, τοῖς δὲ λειπομένοις ἐς Πλάταιαν ἐλθόντες τὴν γῆν ἐδῄουν.
2.13.1	ἔτι δὲ τῶν Πελοποννησίων ξυλλεγομένων τε ἐς τὸν Ἰσθμὸν καὶ ἐν ὁδῷ ὄντων, πρὶν ἐσβαλεῖν ἐς τὴν Ἀττικήν, Περικλῆς ὁ Ξανθίππου στρατηγὸς ὢν Ἀθηναίων δέκατος αὐτός, ὡς ἔγνω τὴν ἐσβολὴν ἐσομένην, ὑποτοπήσας, ὅτι Ἀρχίδαμος αὐτῷ ξένος ὢν ἐτύγχανε, μὴ πολλάκις ἢ αὐτὸς ἰδίᾳ βουλόμενος χαρίζεσθαι τοὺς ἀγροὺς αὐτοῦ παραλίπῃ καὶ μὴ δῃώσῃ, ἢ καὶ Λακεδαιμονίων κελευσάντων ἐπὶ διαβολῇ τῇ ἑαυτοῦ γένηται τοῦτο, ὥσπερ καὶ τὰ ἄγη ἐλαύνειν προεῖπον ἕνεκα ἐκείνου, προηγόρευε τοῖς Ἀθηναίοις ἐν τῇ ἐκκλησίᾳ ὅτι Ἀρχίδαμος μέν οἱ ξένος εἴη, οὐ μέντοι ἐπὶ κακῷ γε τῆς πόλεως γένοιτο, τοὺς δὲ ἀγροὺς τοὺς ἑαυτοῦ καὶ οἰκίας ἢν ἄρα μὴ δῃώσωσιν οἱ πολέμιοι ὥσπερ καὶ τὰ τῶν ἄλλων, ἀφίησιν αὐτὰ δημόσια εἶναι καὶ μηδεμίαν οἱ ὑποψίαν κατὰ ταῦτα γίγνεσθαι.
2.13.2	παρῄνει δὲ καὶ περὶ τῶν παρόντων ἅπερ καὶ πρότερον, παρασκευάζεσθαί τε ἐς τὸν πόλεμον καὶ τὰ ἐκ τῶν ἀγρῶν ἐσκομίζεσθαι, ἔς τε μάχην μὴ ἐπεξιέναι, ἀλλὰ τὴν πόλιν ἐσελθόντας φυλάσσειν, καὶ τὸ ναυτικόν, ᾗπερ ἰσχύουσιν, ἐξαρτύεσθαι, τά τε τῶν ξυμμάχων διὰ χειρὸς ἔχειν, λέγων τὴν ἰσχὺν αὐτοῖς ἀπὸ τούτων εἶναι τῶν χρημάτων τῆς προσόδου, τὰ δὲ πολλὰ τοῦ πολέμου γνώμῃ καὶ χρημάτων περιουσίᾳ κρατεῖσθαι.
2.13.3	θαρσεῖν τε ἐκέλευε προσιόντων μὲν ἑξακοσίων ταλάντων ὡς ἐπὶ τὸ πολὺ φόρου κατ’ ἐνιαυτὸν ἀπὸ τῶν ξυμμάχων τῇ πόλει ἄνευ τῆς ἄλλης προσόδου, ὑπαρχόντων δὲ ἐν τῇ ἀκροπόλει ἔτι τότε ἀργυρίου ἐπισήμου ἑξακισχιλίων ταλάντων (τὰ γὰρ πλεῖστα τριακοσίων ἀποδέοντα μύρια ἐγένετο, ἀφ’ ὧν ἔς τε τὰ προπύλαια τῆς ἀκροπόλεως καὶ τἆλλα οἰκοδομήματα καὶ ἐς Ποτείδαιαν ἀπανηλώθη),
2.13.4	χωρὶς δὲ χρυσίου ἀσήμου καὶ ἀργυρίου ἔν τε ἀναθήμασιν ἰδίοις καὶ δημοσίοις καὶ ὅσα ἱερὰ σκεύη περί τε τὰς πομπὰς καὶ τοὺς ἀγῶνας καὶ σκῦλα Μηδικὰ καὶ εἴ τι τοιουτότροπον, οὐκ ἐλάσσονος ἦν ἢ πεντακοσίων ταλάντων.
2.13.5	ἔτι δὲ καὶ τὰ ἐκ τῶν ἄλλων ἱερῶν προσετίθει χρήματα οὐκ ὀλίγα, οἷς χρήσεσθαι αὐτούς, καὶ ἢν πάνυ ἐξείργωνται πάντων, καὶ αὐτῆς τῆς θεοῦ τοῖς περικειμένοις χρυσίοις· ἀπέφαινε δ’ ἔχον τὸ ἄγαλμα τεσσαράκοντα τάλαντα σταθμὸν χρυσίου ἀπέφθου, καὶ περιαιρετὸν εἶναι ἅπαν. χρησαμένους τε ἐπὶ σωτηρίᾳ ἔφη χρῆναι μὴ ἐλάσσω ἀντικαταστῆσαι πάλιν.
2.13.6	χρήμασι μὲν οὖν οὕτως ἐθάρσυνεν αὐτούς, ὁπλίτας δὲ τρισχιλίους καὶ μυρίους εἶναι ἄνευ τῶν ἐν τοῖς φρουρίοις καὶ τῶν παρ’ ἔπαλξιν ἑξακισχιλίων καὶ μυρίων.
2.13.7	τοσοῦτοι γὰρ ἐφύλασσον τὸ πρῶτον ὁπότε οἱ πολέμιοι ἐσβάλοιεν, ἀπό τε τῶν πρεσβυτάτων καὶ τῶν νεωτάτων, καὶ μετοίκων ὅσοι ὁπλῖται ἦσαν. τοῦ τε γὰρ Φαληρικοῦ τείχους στάδιοι ἦσαν πέντε καὶ τριάκοντα πρὸς τὸν κύκλον τοῦ ἄστεως, καὶ αὐτοῦ τοῦ κύκλου τὸ φυλασσόμενον τρεῖς καὶ τεσσαράκοντα (ἔστι δὲ αὐτοῦ ὃ καὶ ἀφύλακτον ἦν, τὸ μεταξὺ τοῦ τε μακροῦ καὶ τοῦ Φαληρικοῦ), τὰ δὲ μακρὰ τείχη πρὸς τὸν Πειραιᾶ τεσσαράκοντα σταδίων, ὧν τὸ ἔξωθεν ἐτηρεῖτο· καὶ τοῦ Πειραιῶς ξὺν Μουνιχίᾳ ἑξήκοντα μὲν σταδίων ὁ ἅπας περίβολος, τὸ δ’ ἐν φυλακῇ ὂν ἥμισυ τούτου.
2.13.8	ἱππέας δὲ ἀπέφαινε διακοσίους καὶ χιλίους ξὺν ἱπποτοξόταις, ἑξακοσίους δὲ καὶ χιλίους τοξότας, καὶ τριήρεις τὰς πλωίμους τριακοσίας.
2.13.9	ταῦτα γὰρ ὑπῆρχεν Ἀθηναίοις καὶ οὐκ ἐλάσσω ἕκαστα τούτων, ὅτε ἡ ἐσβολὴ τὸ πρῶτον ἔμελλε Πελοποννησίων ἔσεσθαι καὶ ἐς τὸν πόλεμον καθίσταντο. ἔλεγε δὲ καὶ ἄλλα οἷάπερ εἰώθει Περικλῆς ἐς ἀπόδειξιν τοῦ περιέσεσθαι τῷ πολέμῳ.
2.14.1	οἱ δὲ Ἀθηναῖοι ἀκούσαντες ἀνεπείθοντό τε καὶ ἐσεκομίζοντο ἐκ τῶν ἀγρῶν παῖδας καὶ γυναῖκας καὶ τὴν ἄλλην κατασκευὴν ᾗ κατ’ οἶκον ἐχρῶντο, καὶ αὐτῶν τῶν οἰκιῶν καθαιροῦντες τὴν ξύλωσιν· πρόβατα δὲ καὶ ὑποζύγια ἐς τὴν Εὔβοιαν διεπέμψαντο καὶ ἐς τὰς νήσους τὰς ἐπικειμένας.
2.14.2	χαλεπῶς δὲ αὐτοῖς διὰ τὸ αἰεὶ εἰωθέναι τοὺς πολλοὺς ἐν τοῖς ἀγροῖς διαιτᾶσθαι ἡ ἀνάστασις ἐγίγνετο.
2.15.1	ξυνεβεβήκει δὲ ἀπὸ τοῦ πάνυ ἀρχαίου ἑτέρων μᾶλλον Ἀθηναίοις τοῦτο. ἐπὶ γὰρ Κέκροπος καὶ τῶν πρώτων βασιλέων ἡ Ἀττικὴ ἐς Θησέα αἰεὶ κατὰ πόλεις ᾠκεῖτο πρυτανεῖά τε ἐχούσας καὶ ἄρχοντας, καὶ ὁπότε μή τι δείσειαν, οὐ ξυνῇσαν βουλευσόμενοι ὡς τὸν βασιλέα, ἀλλ’ αὐτοὶ ἕκαστοι ἐπολίτευον καὶ ἐβουλεύοντο· καί τινες καὶ ἐπολέμησάν ποτε αὐτῶν, ὥσπερ καὶ Ἐλευσίνιοι μετ’ Εὐμόλπου πρὸς Ἐρεχθέα.
2.15.2	ἐπειδὴ δὲ Θησεὺς ἐβασίλευσε, γενόμενος μετὰ τοῦ ξυνετοῦ καὶ δυνατὸς τά τε ἄλλα διεκόσμησε τὴν χώραν καὶ καταλύσας τῶν ἄλλων πόλεων τά τε βουλευτήρια καὶ τὰς ἀρχὰς ἐς τὴν νῦν πόλιν οὖσαν, ἓν βουλευτήριον ἀποδείξας καὶ πρυτανεῖον, ξυνῴκισε πάντας, καὶ νεμομένους τὰ αὑτῶν ἑκάστους ἅπερ καὶ πρὸ τοῦ ἠνάγκασε μιᾷ πόλει ταύτῃ χρῆσθαι, ἣ ἁπάντων ἤδη ξυντελούντων ἐς αὐτὴν μεγάλη γενομένη παρεδόθη ὑπὸ Θησέως τοῖς ἔπειτα· καὶ ξυνοίκια ἐξ ἐκείνου Ἀθηναῖοι ἔτι καὶ νῦν τῇ θεῷ ἑορτὴν δημοτελῆ ποιοῦσιν.
2.15.3	τὸ δὲ πρὸ τοῦ ἡ ἀκρόπολις ἡ νῦν οὖσα πόλις ἦν, καὶ τὸ ὑπ’ αὐτὴν πρὸς νότον μάλιστα τετραμμένον.
2.15.4	τεκμήριον δέ· τὰ γὰρ ἱερὰ ἐν αὐτῇ τῇ ἀκροπόλει † καὶ ἄλλων θεῶν ἐστὶ καὶ τὰ ἔξω πρὸς τοῦτο τὸ μέρος τῆς πόλεως μᾶλλον ἵδρυται, τό τε τοῦ Διὸς τοῦ Ὀλυμπίου καὶ τὸ Πύθιον καὶ τὸ τῆς Γῆς καὶ τὸ 〈τοῦ〉 ἐν Λίμναις Διονύσου, ᾧ τὰ ἀρχαιότερα Διονύσια τῇ δωδεκάτῃ ποιεῖται ἐν μηνὶ Ἀνθεστηριῶνι, ὥσπερ καὶ οἱ ἀπ’ Ἀθηναίων Ἴωνες ἔτι καὶ νῦν νομίζουσιν. ἵδρυται δὲ καὶ ἄλλα ἱερὰ ταύτῃ ἀρχαῖα.
2.15.5	καὶ τῇ κρήνῃ τῇ νῦν μὲν τῶν τυράννων οὕτω σκευασάντων Ἐννεακρούνῳ καλουμένῃ, τὸ δὲ πάλαι φανερῶν τῶν πηγῶν οὐσῶν Καλλιρρόῃ ὠνομασμένῃ, ἐκεῖνοί τε ἐγγὺς οὔσῃ τὰ πλείστου ἄξια ἐχρῶντο, καὶ νῦν ἔτι ἀπὸ τοῦ ἀρχαίου πρό τε γαμικῶν καὶ ἐς ἄλλα τῶν ἱερῶν νομίζεται τῷ ὕδατι χρῆσθαι·
2.15.6	καλεῖται δὲ διὰ τὴν παλαιὰν ταύτῃ κατοίκησιν καὶ ἡ ἀκρόπολις μέχρι τοῦδε ἔτι ὑπ’ Ἀθηναίων πόλις.
2.16.1	τῇ τε οὖν ἐπὶ πολὺ κατὰ τὴν χώραν αὐτονόμῳ οἰκήσει μετεῖχον οἱ Ἀθηναῖοι, καὶ ἐπειδὴ ξυνῳκίσθησαν, διὰ τὸ ἔθος ἐν τοῖς ἀγροῖς ὅμως οἱ πλείους τῶν τε ἀρχαίων καὶ τῶν ὕστερον μέχρι τοῦδε τοῦ πολέμου γενόμενοί τε καὶ οἰκήσαντες οὐ ῥᾳδίως πανοικεσίᾳ τὰς μεταναστάσεις ἐποιοῦντο, ἄλλως τε καὶ ἄρτι ἀνειληφότες τὰς κατασκευὰς μετὰ τὰ Μηδικά·
2.16.2	ἐβαρύνοντο δὲ καὶ χαλεπῶς ἔφερον οἰκίας τε καταλείποντες καὶ ἱερὰ ἃ διὰ παντὸς ἦν αὐτοῖς ἐκ τῆς κατὰ τὸ ἀρχαῖον πολιτείας πάτρια δίαιτάν τε μέλλοντες μεταβάλλειν καὶ οὐδὲν ἄλλο ἢ πόλιν τὴν αὑτοῦ ἀπολείπων ἕκαστος.
2.17.1	ἐπειδή τε ἀφίκοντο ἐς τὸ ἄστυ, ὀλίγοις μέν τισιν ὑπῆρχον οἰκήσεις καὶ παρὰ φίλων τινὰς ἢ οἰκείων καταφυγή, οἱ δὲ πολλοὶ τά τε ἐρῆμα τῆς πόλεως ᾤκησαν καὶ τὰ ἱερὰ καὶ τὰ ἡρῷα πάντα πλὴν τῆς ἀκροπόλεως καὶ τοῦ Ἐλευσινίου καὶ εἴ τι ἄλλο βεβαίως κλῃστὸν ἦν· τό τε Πελαργικὸν καλούμενον τὸ ὑπὸ τὴν ἀκρόπολιν, ὃ καὶ ἐπάρατόν τε ἦν μὴ οἰκεῖν καί τι καὶ Πυθικοῦ μαντείου ἀκροτελεύτιον τοιόνδε διεκώλυε, λέγον ὡς τὸ Πελαργικὸν ἀργὸν ἄμεινον,’ ὅμως ὑπὸ τῆς παραχρῆμα ἀνάγκης ἐξῳκήθη.
2.17.2	καί μοι δοκεῖ τὸ μαντεῖον τοὐναντίον ξυμβῆναι ἢ προσεδέχοντο· οὐ γὰρ διὰ τὴν παράνομον ἐνοίκησιν αἱ ξυμφοραὶ γενέσθαι τῇ πόλει, ἀλλὰ διὰ τὸν πόλεμον ἡ ἀνάγκη τῆς οἰκήσεως, ὃν οὐκ ὀνομάζον τὸ μαντεῖον προῄδει μὴ ἐπ’ ἀγαθῷ ποτὲ αὐτὸ κατοικισθησόμενον.
2.17.3	κατεσκευάσαντο δὲ καὶ ἐν τοῖς πύργοις τῶν τειχῶν πολλοὶ καὶ ὡς ἕκαστός που ἐδύνατο· οὐ γὰρ ἐχώρησε ξυνελθόντας αὐτοὺς ἡ πόλις, ἀλλ’ ὕστερον δὴ τά τε μακρὰ τείχη ᾤκησαν κατανειμάμενοι καὶ τοῦ Πειραιῶς τὰ πολλά.
2.17.4	ἅμα δὲ καὶ τῶν πρὸς τὸν πόλεμον ἥπτοντο, ξυμμάχους τε ἀγείροντες καὶ τῇ Πελοποννήσῳ ἑκατὸν νεῶν ἐπίπλουν ἐξαρτύοντες.
2.17.5	καὶ οἱ μὲν ἐν τούτῳ παρασκευῆς ἦσαν.
2.18.1	ὁ δὲ στρατὸς τῶν Πελοποννησίων προϊὼν ἀφίκετο τῆς Ἀττικῆς ἐς Οἰνόην πρῶτον, ᾗπερ ἔμελλον ἐσβαλεῖν. καὶ ὡς ἐκαθέζοντο, προσβολὰς παρεσκευάζοντο τῷ τείχει ποιησόμενοι μηχαναῖς τε καὶ ἄλλῳ τρόπῳ·
2.18.2	ἡ γὰρ Οἰνόη οὖσα ἐν μεθορίοις τῆς Ἀττικῆς καὶ Βοιωτίας ἐτετείχιστο, καὶ αὐτῷ φρουρίῳ οἱ Ἀθηναῖοι ἐχρῶντο ὁπότε πόλεμος καταλάβοι. τάς τε οὖν προσβολὰς ηὐτρεπίζοντο καὶ ἄλλως ἐνδιέτριψαν χρόνον περὶ αὐτήν.
2.18.3	αἰτίαν τε οὐκ ἐλαχίστην Ἀρχίδαμος ἔλαβεν ἀπ’ αὐτοῦ, δοκῶν καὶ ἐν τῇ ξυναγωγῇ τοῦ πολέμου μαλακὸς εἶναι καὶ τοῖς Ἀθηναίοις ἐπιτήδειος, οὐ παραινῶν προθύμως πολεμεῖν· ἐπειδή τε ξυνελέγετο ὁ στρατός, ἥ τε ἐν τῷ Ἰσθμῷ ἐπιμονὴ γενομένη καὶ κατὰ τὴν ἄλλην πορείαν ἡ σχολαιότης διέβαλεν αὐτόν, μάλιστα δὲ ἡ ἐν τῇ Οἰνόῃ ἐπίσχεσις.
2.18.4	οἱ γὰρ Ἀθηναῖοι ἐσεκομίζοντο ἐν τῷ χρόνῳ τούτῳ, καὶ ἐδόκουν οἱ Πελοποννήσιοι ἐπελθόντες ἂν διὰ τάχους πάντα ἔτι ἔξω καταλαβεῖν, εἰ μὴ διὰ τὴν ἐκείνου μέλλησιν.
2.18.5	ἐν τοιαύτῃ μὲν ὀργῇ ὁ στρατὸς τὸν Ἀρχίδαμον ἐν τῇ καθέδρᾳ εἶχεν. ὁ δὲ προσδεχόμενος, ὡς λέγεται, τοὺς Ἀθηναίους τῆς γῆς ἔτι ἀκεραίου οὔσης ἐνδώσειν τι καὶ κατοκνήσειν περιιδεῖν αὐτὴν τμηθεῖσαν, ἀνεῖχεν.
